Station Code,Water Quality,Locations,State/ UT Name,TEMPERATURE (degree Centigrade)-Minimum,TEMPERATURE (degree Centigrade)-Maximum,TEMPERATURE (degree Centigrade)-Mean,Dissolved Oxygen(D.O.) (mg/l)-Minimum,Dissolved Oxygen(D.O.) (mg/l)-Maximum,Dissolved Oxygen(D.O.) (mg/l)-Mean,pH-Minimum,pH-Maximum,pH-Mean,CONDUCTIVITY (µmhos/cm)-Minimum,CONDUCTIVITY (µmhos/cm)-Maximum,CONDUCTIVITY (µmhos/cm)-Mean,Biochemical oxygen demand (B.O.D.) (mg/l)-Minimum,Biochemical oxygen demand (B.O.D.) (mg/l)-Maximum,Biochemical oxygen demand (B.O.D.) (mg/l)-Mean,NITRATE- N (mg/l)-Minimum,NITRATE- N (mg/l)-Maximum,NITRATE- N (mg/l)-Mean,NITRITE-N (mg/l)-Minimum,NITRITE-N (mg/l)-Maximum,NITRITE-N (mg/l)-Mean,FECAL COLIFORM (MPN/100ml)-Minimum,FECAL COLIFORM (MPN/100ml)-Maximum,FECAL COLIFORM (MPN/100ml)-Mean,TOTAL COLIFORM (MPN/100ml)-Minimum,TOTAL COLIFORM (MPN/100ml)-Maximum,TOTAL COLIFORM (MPN/100ml)-Mean
2025,GROUND WATER QUALITY OF Rajasthan,NEAR SHREE KALYANESHWAR MAHADEV TEMPLE- JAI SINGH PURA KHURD- JAIPUR,Rajasthan,25,26,26,NA,NA,NA,6.9,8.51,7.7,2000,3200,2600,0.2,0.5,0.4,0.2,0.3,0.3,NA,NA,NA,3,3,3,4,28,16
2026,GROUND WATER QUALITY OF Rajasthan,NEAR FOJI NAGAR- KACCHI BASTI-AMBABARI- JAIPUR,Rajasthan,26,28,27,NA,NA,NA,7.7,8.56,8.1,640,760,700,0.1,0.4,0.3,0.1,0.3,0.2,NA,NA,NA,3,3,3,4,20,12
2027,GROUND WATER QUALITY OF Rajasthan,NEAR ABN CENTRAL ACADEMY- SUSILPURA- SODALA- JAIPUR,Rajasthan,27,27,27,NA,NA,NA,7.9,8.82,8.3,590,700,645,0.1,2,1,0.3,0.4,0.3,NA,NA,NA,4,4,4,14,14,14
2028,GROUND WATER QUALITY OF Rajasthan,NEAR SAMSHAN VISHWAKARMANAGAR- MAHARANIFARM- JAIPUR,Rajasthan,27,30,29,NA,NA,NA,7.8,8.58,8.2,630,850,740,0.5,1.6,1,0.3,0.5,0.4,NA,NA,NA,3,4,4,4,14,9
2029,GROUND WATER QUALITY OF Rajasthan,NEAR GANDHI BHWAN- AJMER,Rajasthan,24,26,25,NA,NA,NA,7.7,7.85,7.8,920,1320,1120,0.1,0.8,0.5,1.1,14,7.6,NA,NA,NA,3,7,5,9,1100,555
2030,GROUND WATER QUALITY OF Rajasthan,OPPOSITE PRIVATE BUS STAND- AJMER,Rajasthan,26,27,27,NA,NA,NA,7.3,7.5,7.4,1800,2700,2250,0.1,0.2,0.1,0.5,1,0.8,NA,NA,NA,3,4,4,4,28,16
2031,GROUND WATER QUALITY OF Rajasthan,NEAR 9 NO.PETROL PUMP- NEARADARSH NAGAR GATE- AJMER,Rajasthan,26,26,26,NA,NA,NA,7.8,7.86,7.8,910,1110,1010,0.2,0.2,0.2,1.8,14,7.9,NA,NA,NA,3,4,4,20,75,48
2032,GROUND WATER QUALITY OF Rajasthan,NEAR KHANPURA TALAB- AJMER,Rajasthan,26,27,27,NA,NA,NA,7.1,7.94,7.5,5100,5200,5150,0.2,0.6,0.4,0.5,0.6,0.5,NA,NA,NA,3,4,4,9,20,15
2033,GROUND WATER QUALITY OF Rajasthan,OUTSIDE JLN HOSPITAL- AJMER,Rajasthan,25,26,26,NA,NA,NA,7.2,7.37,7.3,2100,2200,2150,0.2,0.4,0.3,0.4,0.7,0.6,NA,NA,NA,4,7,6,9,1100,555
1736,GROUND WATER QUALITY OF Uttar Pradesh,GW QUALITY STATION SARDARNAGAR,Uttar Pradesh,24,24,24,NA,NA,NA,6.8,6.8,6.8,1216,1216,1216,1.8,1.8,1.8,3.2,3.2,3.2,1,1,1,40,40,40,120,120,120
1737,GROUND WATER QUALITY OF Uttar Pradesh,GW QUALITY STATION CAPTANGANJ,Uttar Pradesh,26,26,26,NA,NA,NA,6.8,6.8,6.8,916,916,916,4.4,4.4,4.4,NA,NA,NA,1.2,1.2,1.2,20,20,20,60,60,60
1742,GROUND WATER QUALITY OF Uttar Pradesh,CHINHAT INDUSTRIAL AREA IN LUCKNOW NEAR M/S INDIA PESTICIDES LUCKNOW,Uttar Pradesh,22,22,22,NA,NA,NA,7.1,7.2,7.2,561,712,637,NA,NA,NA,7.6,7.6,7.6,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA
1743,GROUND WATER QUALITY OF Uttar Pradesh,AISHBAGH INDUSTRIAL AREA AT LUCKNOW NEAR M/S EVEREADY INDUSTRIES LTD.,Uttar Pradesh,22,28,25,NA,NA,NA,6.9,7.2,7.1,1012,1024,1018,NA,NA,NA,11.4,11.4,11.4,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA
1746,GROUND WATER QUALITY OF Uttar Pradesh,NAGAR PALIKA TUBE WELL-SULTANPUR- U.P,Uttar Pradesh,30,30,30,NA,NA,NA,7.5,7.5,7.5,1150,1150,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
1747,GROUND WATER QUALITY OF Uttar Pradesh,INDIA MARKA HAND PUMP IN SAROWNIBLOCK AT RAIBAREILLY,Uttar Pradesh,30,30,30,NA,NA,NA,7.5,7.5,7.5,740,740,740,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0,0,0,0,0,0
1749,GROUND WATER QUALITY OF Uttar Pradesh,TUBE WELL AT MEERUT CITY,Uttar Pradesh,22,30,26,NA,NA,NA,7.8,7.8,7.8,750,756,753,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0,0,0,11,16,13.5
1750,GROUND WATER QUALITY OF Uttar Pradesh,TUBE WELL AT BAGPAT CITY,Uttar Pradesh,22,29,26,NA,NA,NA,7.7,7.8,7.8,870,876,873,0.6,0.8,0.7,NA,NA,NA,NA,NA,NA,0,0,0,14,18,16
1751,GROUND WATER QUALITY OF Uttar Pradesh,TUBE WELL IN INDUSTRIAL AREA ATGAJRAULA-MORADABAD- U.P,Uttar Pradesh,29,29,29,NA,NA,NA,7.5,7.5,7.5,238,238,238,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,0,0,0,20,20,20
1757,GROUND WATER QUALITY OF Uttar Pradesh,MIRZAPUR INDUSTRIAL AREA- U.P,Uttar Pradesh,25,25,25,NA,NA,NA,6.7,6.7,6.7,1745,1745,1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,GROUND WATER QUALITY OF Uttar Pradesh,IFFCO- PHOOLPUR-ALLAHABAD- U.P,Uttar Pradesh,26,27,27,NA,NA,NA,6.9,6.9,6.9,1254,6550,3902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1760,GROUND WATER QUALITY OF Uttar Pradesh,M/S KANORIA CHEMICAL SONBHADRA-U.P,Uttar Pradesh,26,26,26,NA,NA,NA,6.3,6.3,6.3,1153,1153,1153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1761,GROUND WATER QUALITY OF Uttar Pradesh,TUBE WELL-SINGRAULI INDL AREA- U.P,Uttar Pradesh,25,25,25,NA,NA,NA,6.8,6.8,6.8,788,788,788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,GROUND WATER QUALITY OF Odisha,JAGATPUR INDUSTRIAL AREA-CUTTACK Odisha,Odisha,24,24,24,NA,NA,NA,8.4,8.4,8.4,550,550,550,0.9,0.9,0.9,6.1,6.1,6.1,0.03,0.03,0.03,2,2,2,2,2,2
1645,GROUND WATER QUALITY OF Odisha,MADHUPATNA- KALYAN NAGAR AREA-CUTTACK- Odisha,Odisha,24,24,24,NA,NA,NA,8.2,8.2,8.2,326,326,326,0.8,0.8,0.8,4.6,4.6,4.6,0.02,0.02,0.02,2,2,2,2,2,2
1646,GROUND WATER QUALITY OF Odisha,BIDANASHI - TULASIPUR AREA-CUTTACK- Odisha,Odisha,25,25,25,NA,NA,NA,8,8,8,91,91,91,0.1,0.1,0.1,1.4,1.4,1.4,0.05,0.05,0.05,2,2,2,2,2,2
1647,GROUND WATER QUALITY OF Odisha,BADAMBARI AREA- CUTTACK- Odisha,Odisha,24,24,24,NA,NA,NA,7.7,7.7,7.7,301,301,301,0.9,0.9,0.9,0.2,0.2,0.2,0,0,0,2,2,2,2,2,2
1648,GROUND WATER QUALITY OF Odisha,RANIHAT- MANGALABAGH AREA-CUTTACK- Odisha,Odisha,24,24,24,NA,NA,NA,8.4,8.4,8.4,197,197,197,0.5,0.5,0.5,0.2,0.2,0.2,0,0,0,2,2,2,2,2,2
1649,GROUND WATER QUALITY OF Odisha,KHANDAGIRI AREA- BHUBANESWAR-Odisha,Odisha,25,25,25,NA,NA,NA,6.7,6.7,6.7,234,234,234,1.6,1.6,1.6,10.1,10.1,10.1,0.14,0.14,0.14,2,2,2,2,2,2
1650,GROUND WATER QUALITY OF Odisha,CAPITAL HOSPITAL AREA-BHUBANESWAR- Odisha,Odisha,24,24,24,NA,NA,NA,7.6,7.6,7.6,546,546,546,1.3,1.3,1.3,9.3,9.3,9.3,0.04,0.04,0.04,2,2,2,2,2,2
1651,GROUND WATER QUALITY OF Odisha,OLD TOWN- SAMANTARAAIPUR AREA-BHUBANESWAR-Odisha,Odisha,25,25,25,NA,NA,NA,6.5,6.5,6.5,210,210,210,0.6,0.6,0.6,9.6,9.6,9.6,0.04,0.04,0.04,2,2,2,2,2,2
1652,GROUND WATER QUALITY OF Odisha,KALPNA - LAXMINAGAR AREA-BHUBANESWAR- Odisha,Odisha,25,25,25,NA,NA,NA,6.7,6.7,6.7,296,296,296,0.5,0.5,0.5,9.8,9.8,9.8,0.08,0.08,0.08,2,2,2,2,2,2
1653,GROUND WATER QUALITY OF Odisha,MANCHESWAR INDUSTRIAL AREA- BHUBANESWAR,Odisha,25,25,25,NA,NA,NA,6.7,6.7,6.7,1147,1147,1147,0.7,0.7,0.7,35.1,35.1,35.1,0.43,0.43,0.43,2,2,2,2,2,2
1654,GROUND WATER QUALITY OF Odisha,SECRETARIAT- GOVERNOR HOUSE-OLDBUS STAND AREA- BHUBANESWAR- Odisha,Odisha,24,24,24,NA,NA,NA,8,8,8,160,160,160,0.7,0.7,0.7,7.1,7.1,7.1,0.06,0.06,0.06,2,2,2,2,2,2
1655,GROUND WATER QUALITY OF Odisha,NEAR SEA BEACH- PURI- Odisha,Odisha,24,24,24,NA,NA,NA,7.6,7.6,7.6,383,383,383,0.7,0.7,0.7,35.2,35.2,35.2,0.21,0.21,0.21,2,2,2,2,2,2
1656,GROUND WATER QUALITY OF Odisha,NEAR JAGANNATH TEMPLE- PURI-Odisha,Odisha,25,25,25,NA,NA,NA,7.9,7.9,7.9,1020,1020,1020,0.2,0.2,0.2,14.8,14.8,14.8,0.12,0.12,0.12,2,2,2,2,2,2
1657,GROUND WATER QUALITY OF Odisha,HOSPITAL - BUSSTAND- MAUSHIMATEMPLE AREA- PURI- Odisha,Odisha,25,25,25,NA,NA,NA,7.6,7.6,7.6,896,896,896,0.4,0.4,0.4,12.6,12.6,12.6,0.12,0.12,0.12,2,2,2,2,2,2
1658,GROUND WATER QUALITY OF Odisha,NEAR RIVER KUSHABHADRA- PURI,Odisha,24,24,24,NA,NA,NA,7.8,7.8,7.8,NA,NA,NA,NA,NA,NA,1.8,1.8,1.8,0,0,0,2,2,2,2,2,2
1825,GROUND WATER QUALITY OF Bihar,PATNA,Bihar,23,26,25,NA,NA,NA,7.2,7.7,7.5,582,665,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,13,17,15
1826,GROUND WATER QUALITY OF Bihar,PATNA,Bihar,24,24,24,NA,NA,NA,7.6,7.6,7.6,352,352,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,14,14,14
1827,GROUND WATER QUALITY OF Bihar,PATNA,Bihar,21,28,25,NA,NA,NA,7.2,7.7,7.5,525,716,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,4,3
1828,GROUND WATER QUALITY OF Bihar,PATNA,Bihar,23,24,24,NA,NA,NA,7.4,7.8,7.6,521,784,653,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,4,3
1829,GROUND WATER QUALITY OF Bihar,PATNA,Bihar,20,26,23,NA,NA,NA,7.4,7.7,7.6,581,945,763,NA,NA,NA,0.5,0.5,0.5,NA,NA,NA,2,4,3,4,7,6
1830,GROUND WATER QUALITY OF Bihar,MUZAFFARPUR,Bihar,24,27,26,NA,NA,NA,7.9,8,8,846,954,900,NA,NA,NA,0.9,0.9,0.9,NA,NA,NA,2,7,5,4,11,8
1831,GROUND WATER QUALITY OF Bihar,MUZAFFARPUR,Bihar,24,27,26,NA,NA,NA,8,8.1,8.1,850,915,883,NA,NA,NA,1,1,1,NA,NA,NA,1,4,3,2,7,5
1832,GROUND WATER QUALITY OF Bihar,BEGUSARAI,Bihar,22,24,23,NA,NA,NA,8.2,8.2,8.2,568,568,568,NA,NA,NA,0.1,0.1,0.1,NA,NA,NA,4,7,6,11,17,14
1833,GROUND WATER QUALITY OF Bihar,BEGUSARAI,Bihar,22,23,23,NA,NA,NA,8.4,8.4,8.4,452,468,460,NA,NA,NA,0.9,0.9,0.9,NA,NA,NA,8,8,8,14,14,14
1834,GROUND WATER QUALITY OF Bihar,PURNEA,Bihar,21,29,25,NA,NA,NA,7.8,7.8,7.8,362,371,367,NA,NA,NA,1.2,1.2,1.2,NA,NA,NA,8,8,8,14,22,18
1835,GROUND WATER QUALITY OF Bihar,PURNEA,Bihar,22,28,25,NA,NA,NA,7.8,7.9,7.9,362,376,369,NA,NA,NA,1.8,1.8,1.8,NA,NA,NA,13,13,13,17,23,20
1836,GROUND WATER QUALITY OF Bihar,BEGUSARAI,Bihar,22,24,23,NA,NA,NA,7.5,7.8,7.7,472,489,481,NA,NA,NA,2,2,2,NA,NA,NA,4,8,6,13,13,13
1837,GROUND WATER QUALITY OF Bihar,BEGUSARAI,Bihar,23,25,24,NA,NA,NA,7.9,8.1,8,424,432,428,NA,NA,NA,0.8,0.8,0.8,NA,NA,NA,11,11,11,21,21,21
1838,GROUND WATER QUALITY OF Bihar,MUNGER,Bihar,21,26,24,NA,NA,NA,7.6,7.6,7.6,458,466,462,NA,NA,NA,1.8,1.8,1.8,NA,NA,NA,8,8,8,13,14,14
1839,GROUND WATER QUALITY OF Bihar,MUNGER,Bihar,22,25,24,NA,NA,NA,8,8.4,8.4,438,442,440,NA,NA,NA,1.6,1.6,1.6,NA,NA,NA,2,4,3,4,7,6
1840,GROUND WATER QUALITY OF Bihar,MOTIHARI,Bihar,25,25,25,NA,NA,NA,8,8,8,486,486,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,4,4
1841,GROUND WATER QUALITY OF Bihar,GAYA,Bihar,23,26,25,NA,NA,NA,8,8,8,756,868,812,NA,NA,NA,1.9,1.9,1.9,NA,NA,NA,11,11,11,22,26,24
1842,GROUND WATER QUALITY OF Bihar,GAYA-,Bihar,24,27,26,NA,NA,NA,8.1,8.1,8.1,504,536,520,NA,NA,NA,1.8,1.8,1.8,NA,NA,NA,1,2,2,2,7,5
1843,GROUND WATER QUALITY OF Bihar,RAJGIR,Bihar,25,28,27,NA,NA,NA,8.1,8.2,8.2,548,552,550,NA,NA,NA,2.1,2.1,2.1,NA,NA,NA,8,9,9,17,21,19
1844,GROUND WATER QUALITY OF Bihar,CHAPRA,Bihar,26,26,26,NA,NA,NA,7.2,8.2,7.7,378,416,397,NA,NA,NA,1.8,1.8,1.8,NA,NA,NA,1,2,2,2,4,3
1766,GROUND WATER QUALITY OF West Bengal,MINE PIT WATER ASSANSOL- WESTBENGAL,West Bengal,32,32,32,NA,NA,NA,8.1,8.4,8.3,747,775,761,1.1,3,2.1,0.4,0.4,0.4,NA,NA,NA,4,900,452,8,1600,804
1767,GROUND WATER QUALITY OF West Bengal,DURGAPUR TOWN-NEAR IISCO-BURDWAN- West Bengal,West Bengal,33,33,33,NA,NA,NA,7.4,7.7,7.6,984,988,986,0.2,1,0.6,0.3,0.5,0.4,NA,NA,NA,9,14,12,33,34,34
1768,GROUND WATER QUALITY OF West Bengal,DURGAPUR TOWN- BURDWAN- WESTBENGAL,West Bengal,28,33,31,NA,NA,NA,6.8,7.7,7.3,512,976,744,0,0.2,0.1,0.7,11.1,5.9,NA,NA,NA,0,8,4,0,13,7
1769,GROUND WATER QUALITY OF West Bengal,INSIDE HINDUSTAN LIVER FACTORY-HALDIA- West Bengal,West Bengal,30,34,32,NA,NA,NA,7.3,7.4,7.4,2160,2180,2170,0,1.3,0.7,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1770,GROUND WATER QUALITY OF West Bengal,NEAR IOC REFINERY HALDIA- WESTBENGAL,West Bengal,33,34,33,NA,NA,NA,7.3,7.6,7.5,1646,1838,1742,0.2,0.9,0.6,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1771,GROUND WATER QUALITY OF West Bengal,KALYANI INDUSTRIAL AREA- NADIA-West Bengal,West Bengal,28,29,28,NA,NA,NA,7.7,7.9,7.8,584,650,617,0.7,0.8,0.8,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1772,GROUND WATER QUALITY OF West Bengal,BARSAT MUNICIPALITY NORTH 24-P-West Bengal,West Bengal,28,29,28,NA,NA,NA,7.4,7.6,7.5,753,1069,911,0.4,0.8,0.6,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1773,GROUND WATER QUALITY OF West Bengal,TANGRA- CALCUTTA -West Bengal,West Bengal,28,32,30,NA,NA,NA,7.5,7.9,7.7,1933,2130,2032,1,1.1,1.1,0.1,0.1,0.1,NA,NA,NA,0,2,1,0,4,2
1774,GROUND WATER QUALITY OF West Bengal,TOPSIA CALCUTTA- West Bengal,West Bengal,27,28,28,NA,NA,NA,7.7,8.1,7.9,1690,1801,1746,0.4,1,0.7,0.1,0.1,0.1,NA,NA,NA,0,8,4,0,13,7
1775,GROUND WATER QUALITY OF West Bengal,DHAPA CALCUTTA- West Bengal,West Bengal,28,30,29,NA,NA,NA,7.3,8.2,7.8,1725,1760,1743,0.9,1.6,1.3,0.1,0.1,0.1,NA,NA,NA,2,2,2,4,4,4
1776,GROUND WATER QUALITY OF West Bengal,GARIA CALCUTTA- West Bengal,West Bengal,27,29,28,NA,NA,NA,7.4,8.5,8,977,1020,999,0.4,1.2,0.8,0.1,0.1,0.1,NA,NA,NA,0,4,2,0,8,4
1777,GROUND WATER QUALITY OF West Bengal,BEHALA CALCUTTA- West Bengal,West Bengal,29,30,30,NA,NA,NA,7.8,8.4,8.1,988,1002,995,1,1.2,1.1,0.1,0.1,0.1,NA,NA,NA,2,2,2,4,8,6
1778,GROUND WATER QUALITY OF West Bengal,DOMJUR HOWRAH- West Bengal,West Bengal,27,29,28,NA,NA,NA,7.3,7.8,7.6,997,1120,1059,0.8,1,0.9,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1779,GROUND WATER QUALITY OF West Bengal,DANKUNI (NEAR COAL COMPLEX)- West Bengal,West Bengal,28,29,29,NA,NA,NA,7.1,7.7,7.4,990,993,992,0.4,0.9,0.7,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1931,GROUND WATER QUALITY OF West Bengal,COSSIPORE - NORTH KOLKATA,West Bengal,28,30,29,NA,NA,NA,7.9,8.1,8,2380,2420,2400,0.8,2.2,1.5,0.1,0.1,0.1,NA,NA,NA,14,220,117,17,280,149
1932,GROUND WATER QUALITY OF West Bengal,CENTRAL KOLKATA,West Bengal,28,28,28,NA,NA,NA,7.9,8,8,898,1944,1421,0.7,2.3,1.5,0.1,0.1,0.1,NA,NA,NA,0,4,2,2,13,8
1933,GROUND WATER QUALITY OF West Bengal,NEAR GALVANISATION UNIT- HOWRAH,West Bengal,27,28,28,NA,NA,NA,7.7,7.9,7.8,1194,1303,1249,0.2,2.3,1.3,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1934,GROUND WATER QUALITY OF West Bengal,CENTRAL HOWRAH-RESIDENTAILAREA,West Bengal,27,28,28,NA,NA,NA,7.8,7.9,7.9,2370,2470,2420,0.8,1.9,1.4,0.1,0.1,0.1,NA,NA,NA,0,2,1,0,4,2
1935,GROUND WATER QUALITY OF West Bengal,INSIDE KOLKATA LEATHER COMPLEX,West Bengal,29,30,29,NA,NA,NA,7.8,8.1,8,1373,1534,1454,0.4,1.1,0.8,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1936,GROUND WATER QUALITY OF West Bengal,RESIDENTIAL AREA - SONARPUR,West Bengal,23,27,25,NA,NA,NA,7.7,8.3,8,1325,1921,1623,0.4,2,1.2,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1937,GROUND WATER QUALITY OF West Bengal,RAJARHAT - NEW TOWNSHIP,West Bengal,27,29,28,NA,NA,NA,7.7,7.7,7.7,2070,2250,2160,0.8,1.7,1.3,0.1,0.1,0.1,NA,NA,NA,0,2,1,0,4,2
1938,GROUND WATER QUALITY OF West Bengal,BSIRHAT MUNICIPALITY,West Bengal,28,32,30,NA,NA,NA,8.5,8.5,8.5,2070,2100,2085,0.4,0.6,0.5,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1939,GROUND WATER QUALITY OF West Bengal,BARRAKPORE MUNICIPALITY,West Bengal,28,28,28,NA,NA,NA,7.8,8,7.9,386,456,421,0.1,0.2,0.2,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1940,GROUND WATER QUALITY OF West Bengal,NEAR THE PHOSPHATE COMPANY-RISHRA,West Bengal,29,30,30,NA,NA,NA,7.2,7.9,7.6,757,771,764,0.6,0.9,0.8,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1941,GROUND WATER QUALITY OF West Bengal,NEAR FLY ASH DUMPING SITE-KUNTIGHAT- BANDEL,West Bengal,28,28,28,NA,NA,NA,7.4,7.7,7.6,461,469,465,0.6,0.9,0.8,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1942,GROUND WATER QUALITY OF West Bengal,NEAR EXIDE INDUSTRIES-HALDIA,West Bengal,31,33,32,NA,NA,NA,7.3,7.4,7.4,1648,1675,1662,0.2,1.1,0.7,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1943,GROUND WATER QUALITY OF West Bengal,INSIDE TATA METALIKS- KHARAGPUR,West Bengal,30,31,31,NA,NA,NA,7.8,7.8,7.8,635,637,636,1.4,1.4,1.4,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1944,GROUND WATER QUALITY OF West Bengal,KHARAGPUR INDUSTRIAL AREA,West Bengal,29,30,30,NA,NA,NA,7.3,7.6,7.5,133,141,137,0.5,1.3,0.9,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
1945,GROUND WATER QUALITY OF West Bengal,ENGLISH BAZAR- MALDAH,West Bengal,29,29,29,NA,NA,NA,7.9,8,8,490,606,548,0.2,1.5,0.9,0.1,0.1,0.1,NA,NA,NA,0,0,0,0,0,0
